Method,MinDist_Mean,MinDist_Std,MeanDist_Mean,DuplicationRate,NoveltyPct_Threshold
AGN,0.10590548813343048,0.007242370396852493,0.4019554853439331,0.0,75.0
kNN,0.1379750054844508,0.0842380153919247,0.4990852645802579,0.0,75.0
VanillaVGAE,0.10641977936029434,0.007369360886514187,0.4040069282054901,0.0,75.0
