Method,num_nodes,num_edges,density,avg_degree,avg_clustering,modularity,avg_shortest_path_length,assortativity
AGN,2100,13934,0.006322284988316432,13.27047619047619,0.06881718761565493,0.4681253965792784,3.385599491821502,0.767080286105061
Random,2100,8984,0.0040763175208149,8.556190476190476,0.01683169037487329,0.31681171816087006,3.400716440935593,-0.030931455620679404
Preferential,2100,8984,0.0040763175208149,8.556190476190476,0.018987320615452725,0.3021582868406008,3.3690342339889745,-0.044697480626661644
kNN,2100,13651,0.006193879171487556,13.00095238095238,0.0600848816424371,0.41453841556194176,3.3541318995440004,0.6548093275457144
VanillaVGAE,2100,11401,0.00517298486807777,10.858095238095238,0.04203825497758426,0.3874764822362215,3.310393157739513,0.20191172196034562
