Method,MinDist_Mean,MinDist_Std,MeanDist_Mean,DuplicationRate,NoveltyPct_Threshold
AGN,0.0006660681683570147,0.0005671780090779066,0.027329590171575546,0.0,75.0
kNN,0.05699228454812303,0.05097109663068961,0.16115378589104812,0.0,75.0
VanillaVGAE,0.0007241445709951222,0.0005616130656562746,0.02741769701242447,0.0,75.0
